gene,value
ADVE02_v2_10562,149.8439561
ADVE02_v2_10563,174.7826398
ADVE02_v2_10564,133.7891359
ADVE02_v2_10565,22.38723827
ADVE02_v2_10566,48.72666239
ADVE02_v2_10567,22.10277665
ADVE02_v2_10568,15.57251795
ADVE02_v2_10569,27.19679985
ADVE02_v2_10570,91.38219061
ADVE02_v2_10571,55.15795691
ADVE02_v2_10572,24.14935399
ADVE02_v2_10573,6.53169841
ADVE02_v2_10574,3.611329583
ADVE02_v2_10575,20.29078762
ADVE02_v2_10576,20.76335106
ADVE02_v2_10577,99.2345662
ADVE02_v2_10578,171.1957391
ADVE02_v2_10579,13.54976511
ADVE02_v2_10580,17.71002766
ADVE02_v2_10581,19.91760146
ADVE02_v2_10582,23.0359154
ADVE02_v2_10583,19.23703243
ADVE02_v2_10584,15.79558761
ADVE02_v2_10585,30.31814846
ADVE02_v2_10586,91.85897262
ADVE02_v2_10587,29.8246646
ADVE02_v2_10588,81.8812836
ADVE02_v2_10589,80.53758573
ADVE02_v2_10590,65.71936107
ADVE02_v2_10591,98.93780377
ADVE02_v2_10592,134.3652388
ADVE02_v2_10593,21.76358382
ADVE02_v2_10594,61.37862764
ADVE02_v2_10595,35.97651525
ADVE02_v2_10596,96.93929101
ADVE02_v2_10597,42.68069552
ADVE02_v2_10598,42.62648527
ADVE02_v2_10599,10.14089604
ADVE02_v2_10600,38.3477112
ADVE02_v2_10601,24.96629885
ADVE02_v2_10602,29.03704144
ADVE02_v2_10603,6.908156273
ADVE02_v2_10604,38.00508416
ADVE02_v2_10605,72.74279171
ADVE02_v2_10606,34.32797191
ADVE02_v2_10607,6.729255305
ADVE02_v2_10608,59.91226512
ADVE02_v2_10609,91.01776886
ADVE02_v2_10610,552.6975286
ADVE02_v2_10611,25.58481146
ADVE02_v2_10612,37.58064135
ADVE02_v2_10613,16.94093524
ADVE02_v2_10614,38.86940998
ADVE02_v2_10615,451.9176876
ADVE02_v2_10616,39.19839773
ADVE02_v2_10617,20.35133833
ADVE02_v2_10618,11.86591281
ADVE02_v2_10619,18.9466826
ADVE02_v2_10620,15.05178834
ADVE02_v2_10621,5.201022874
ADVE02_v2_10622,25.00391351
ADVE02_v2_10623,50.39383615
ADVE02_v2_10624,247.6103322
ADVE02_v2_10625,83.28144742
ADVE02_v2_10626,329.468713
ADVE02_v2_10627,68.76969699
ADVE02_v2_10628,39.24488978
ADVE02_v2_10629,39.70249131
ADVE02_v2_10630,22.83077368
ADVE02_v2_10631,27.5719368
ADVE02_v2_10632,7.817450445
ADVE02_v2_10633,19.1451321
ADVE02_v2_10634,13.67908542
ADVE02_v2_10635,26.36775047
ADVE02_v2_10636,12.17450675
ADVE02_v2_10637,8.469633766
ADVE02_v2_10638,7.855459886
ADVE02_v2_10639,65.2869392
ADVE02_v2_10640,92.75191024
ADVE02_v2_10641,82.80260549
ADVE02_v2_10642,137.1901544
ADVE02_v2_10643,57.09212322
ADVE02_v2_10644,38.60300709
ADVE02_v2_10645,49.71199156
ADVE02_v2_10646,22.42768141
ADVE02_v2_10647,29.28969952
ADVE02_v2_10648,54.33556555
ADVE02_v2_10649,34.23055997
ADVE02_v2_10650,17.94300257
ADVE02_v2_10651,32.86795675
ADVE02_v2_10652,39.20526119
ADVE02_v2_10653,350.0438069
ADVE02_v2_10654,12.80265463
ADVE02_v2_10655,243.812677
ADVE02_v2_10656,35.29179376
ADVE02_v2_10657,30.86335006
ADVE02_v2_10658,31.60744857
ADVE02_v2_10659,48.15331234
ADVE02_v2_10660,19.92155042
ADVE02_v2_10661,60.71656702
ADVE02_v2_10662,41.51002247
ADVE02_v2_10663,20.94662479
ADVE02_v2_10664,10.33396518
ADVE02_v2_10665,1394.280528
ADVE02_v2_10666,14.12946628
ADVE02_v2_10667,6.453057876
ADVE02_v2_10668,3.77929363
ADVE02_v2_10669,2.255253388
ADVE02_v2_10670,4.225420028
ADVE02_v2_10671,31.00633227
ADVE02_v2_10672,37.98995905
ADVE02_v2_10673,36.05685509
ADVE02_v2_10674,19.44894009
ADVE02_v2_10675,2.655506436
ADVE02_v2_10676,12.07503826
ADVE02_v2_10677,11.80012042
ADVE02_v2_10678,31.44532337
ADVE02_v2_10679,18.62060305
ADVE02_v2_10680,5.194926603
ADVE02_v2_10681,6.941941172
ADVE02_v2_10682,12.03001454
ADVE02_v2_10683,248.7192401
ADVE02_v2_10684,20.80312149
ADVE02_v2_10685,22.06101467
ADVE02_v2_10686,35.54807845
ADVE02_v2_10687,23.35623901
ADVE02_v2_10688,1.292374276
ADVE02_v2_10689,41.2273767
ADVE02_v2_10690,79.93697718
ADVE02_v2_10691,85.9796168
ADVE02_v2_10692,50.59691035
ADVE02_v2_10693,9.688115286
ADVE02_v2_10694,22.02979325
ADVE02_v2_10695,89.53521115
ADVE02_v2_10696,96.31746811
ADVE02_v2_10697,47.0525269
ADVE02_v2_10698,7.180988269
ADVE02_v2_10699,3.789547865
ADVE02_v2_10700,5.627508918
ADVE02_v2_10701,275.6066829
ADVE02_v2_10702,57.36672517
ADVE02_v2_10703,9.559847451
ADVE02_v2_10704,4.29139157
ADVE02_v2_10705,13.19197583
ADVE02_v2_10706,23.64570673
ADVE02_v2_10707,9.091556298
ADVE02_v2_10708,11.98695251
ADVE02_v2_10709,50.64582052
ADVE02_v2_10710,84.83047837
ADVE02_v2_10711,20.94971807
ADVE02_v2_10712,10.03145234
ADVE02_v2_10713,153.3234569
ADVE02_v2_10714,234.7990653
ADVE02_v2_10715,126.612544
ADVE02_v2_10716,31.29225986
ADVE02_v2_10717,19.60145823
ADVE02_v2_10718,61.13324197
ADVE02_v2_10719,221.0897709
ADVE02_v2_10720,63.23092815
ADVE02_v2_10721,83.75431099
ADVE02_v2_10722,73.30016066
ADVE02_v2_10723,41.36855973
ADVE02_v2_10724,10.18149625
ADVE02_v2_10725,12.61520918
ADVE02_v2_10726,123.0184605
ADVE02_v2_10727,24.25674657
ADVE02_v2_10728,89.88008652
ADVE02_v2_10729,18.20905248
ADVE02_v2_10730,43.95858152
ADVE02_v2_10731,73.96161103
ADVE02_v2_10732,33.3747014
ADVE02_v2_10733,67.45469874
ADVE02_v2_10734,26.70158591
ADVE02_v2_10735,16.7417041
ADVE02_v2_10736,14.76691311
ADVE02_v2_10737,47.65485606
ADVE02_v2_10738,44.96761076
ADVE02_v2_10739,9.918533906
ADVE02_v2_10740,217.3267319
ADVE02_v2_10741,20.71375843
ADVE02_v2_10742,50.05344136
ADVE02_v2_10743,27.63250594
ADVE02_v2_10744,238.6380498
ADVE02_v2_10745,607.8389173
ADVE02_v2_10746,58.97831274
ADVE02_v2_10747,238.2823453
ADVE02_v2_10748,16.4937089
ADVE02_v2_10749,67.69165525
ADVE02_v2_10750,134.9587587
ADVE02_v2_10751,35.78870783
ADVE02_v2_10752,8.171874706
ADVE02_v2_10753,23.30264973
ADVE02_v2_10754,797.1940154
ADVE02_v2_10755,30.47425737
ADVE02_v2_10756,103.2838902
ADVE02_v2_10757,9.93749474
ADVE02_v2_10758,10.37525956
ADVE02_v2_10759,348.1537955
ADVE02_v2_10760,733.6330852
ADVE02_v2_10761,110.4738488
ADVE02_v2_10762,10.34414029
ADVE02_v2_10763,26.14481207
ADVE02_v2_10764,42.21735233
ADVE02_v2_10765,111.9292911
ADVE02_v2_10766,12.78908588
ADVE02_v2_10767,20.73244407
ADVE02_v2_10768,21.99267916
ADVE02_v2_10769,7.533995129
ADVE02_v2_10770,8.175474293
ADVE02_v2_10771,4.461304544
ADVE02_v2_10772,5.819697727
ADVE02_v2_10773,28.68393291
ADVE02_v2_10774,123.7285369
ADVE02_v2_10775,206.6831115
ADVE02_v2_10776,106.3289009
ADVE02_v2_10777,138.9587988
ADVE02_v2_10778,745.5667219
